source,date,rating,text
yelp,2026-01-31,5,"OMG. Loved loved loved the Starbucks. We were a party of 12 six adults and five kids. The kids had a blast, ordering all kinds of pastries and trying different drinks. The adults went to the fourth floor and had the best espresso martinis and Matcha margaritas that you could imagine. It was fun to go to each floor and see what they had and offered. The staff was so super friendly and knowledgeable."
yelp,2025-08-02,5,"Get here as early as you can! We got here at 9AM and it was packed like a vacuum sealed bag of coffee beans. By the time we left they had people waiting outside wrapped around the building. First floor had exclusive merchandise and small food offerings and drinks. Second floor is the cafe with ALL the food and drinks available. Third floor had coffee flights and brewing experience. Fourth floor had the cocktail bar with signature and classic cocktails. Fifth floor had the rooftop terrace and Michigan avenue views with mostly reserved seats for the paid experiences. After ordering your food and paying with the Starbucks app, they give you a table buzzer thing. Try the seasonal items. I loved the lavender donut and rose pistachio croissant the best! Exclusive merchandise: Umbrella with Chicago and sax $40, Chicago roasted beans $28, Mugs and espresso cup with Chicago, Candyland Truck toy with 646 address $25. Drinks: Toffee Bianco Latte, Iced Ube Latte. Food: Lavender donut, Matcha butterfly swirl cake, Rose pistachio cornetto, Crispy hash brown egg cup, Prosciutto and parmigiano on herb cornetto."
yelp,2025-07-21,4,"This place is always packed, often with a line out front. We went in the late afternoon and were able to walk in, but the first floor was closed due to capacity, so we were directed to the second floor. We decided to check out the fourth floor for cocktails. The line was long, and seating was tight, but we got lucky and snagged a table after ordering. The seating situation can be a little confusing--some tables are marked as reserved and appear to have table service, while others are first come, first served."
yelp,2025-05-28,4,"The Starbucks Reserve Roastery is kind of like a theme park for coffee lovers. With 4 floors (plus the rooftop!) it's a huge space. Basically the first two floors offer the food and drinks. I think the first floor is mainly for drinks and pastries while the second floor offers a more extensive food menu. The 3rd floor is the Experiential Coffee Bar so you can see different ways they prepare coffee. The 4th floor is a cocktail bar that serves coffee and tea-themed drinks. And the rooftop is pretty small compared to the rest of the space. It took a while to get our order but the place was really, really busy. The prices are kind of steep, but isn't Starbucks known to be pricey?"
yelp,2025-04-14,5,"I finally paid a visit to the Starbucks Reserve Roastery on mag mile a visit and wow, is this place cool! I've steered clear for many years of the long line around the door that lasted years after they first opened. Now that we are almost 6 years in, the buzz died down enough and I felt like it was time. Now that I've visited...I get it! Such a cool spot centered around a spiral escalator which leads to 5 different floors. The first floor specializes in Starbucks Reserve products, the second is bakery/cafe items, the third is experiential creations, fourth is a coffee cocktail bar, and the fifth floor is the rooftop. I landed on the experiential floor and had a lovely time. All the drinks are speciality ones you can only find here! I tried the iced ube coconut latte, Starbucks first ube beverage! Espresso and coconutmilk are poured over ice, topped with a ube coconut cold foam and sprinkled with coconut flakes. I liked that it wasn't overly sweet. I was able to snag a seat by the window and worked here for a couple hours. It was a great time! I definitely want to come back and experience the other floors."
yelp,2025-06-27,4,"Ordered: Classic Cornetto (2/5): This was basically an overpriced croissant that didn't taste super fresh. Was a bit disappointed because we were hoping to try another pastry but they had sold out on the floor we were on and we didn't want to move from our seats so settled for this. Cold brew trio flight (3.5/5): We preferred the whiskey, nitro, then lastly cold brew. This happens to also be the least to most acidic, so probably not a coincidence! Overall (4/5): Love the vibes and exploring but can get very busy. The menu looked very exciting so maybe we just got the wrong things but would be open to going back and trying something else since we enjoyed the interior so much."
yelp,2025-11-05,3,"I went to the Starbucks reserve on seattle and wasn't impressed. This one was 3 levels and rooftop area when it's not cold out so it definitely seemed more substantial than the brand's hometown. The coffee beans for their special beans are pretty expensive but i assume thats because you get them freshly bagged and they can grind them for you too. What's cool is here you can actually do a tour and see the process. They also have a variety of sandwiches, pastries and even boozy beverages. I was actually able to get a tea that I really enjoyed that's not available in the regular stores. It's a neat place to visit and they have more options than a regular Starbucks, some items are pricier but it was just as busy as a typical Starbucks"
yelp,2025-09-28,4,"This is my 2nd reserve after the Seattle one. This building is huge, has 4 stories to accommodate all the tourists. I ordered some pastry on the 2nd floor then went up to the 4th floor for the bar, ordered their famous Whiskey Cloud. It arrived in 3 containers for self assembly, coffee, liquors, and cream. It was a big portion and tasted fabulous alongside the pastries, looking out the big windows next to my best friends. What a great experience."
yelp,2025-06-06,4,"I'm providing a rating for the fourth floor (cocktail bar) only. We went on a Friday at about 2pm. Waited about 10 min in the line to get into the reserve which went by super fast. Overall the place was super busy and it took about 10 min before the bartenders were able to get our orders in. We ordered the espresso martini flight. It was good but not entirely impressive since the only distinguishing difference between the martinis were the syrups they used to make different flavors. The flavors were very much okay, with the orange being too sweet, the mole having a nice strong kick of spice, and the cherry limone being my favorite with a good amount of sweetness (not too sweet). I wouldn't personally drink the flight again and order something else."
yelp,2025-12-25,5,What a fun place! I've been here with friends who are visiting. It's such a busy but popular place and worth all the wait. The espresso martini flight is fab. They change up espresso martinis for the season. Their pizzas are surprisingly extremely tasty. The crust is a perfect flaky buttery. You really won't get bad food here. Just have patience here. The lines go by fast. It's hard to find a table that's the only down side. It's also a fun place to just walk through and see all the floors.
yelp,2025-05-24,5,"This is a 5 story Starbucks with each floor holding different menu and theme. We sat in the 4th floor of the restaurant where the cocktail bar is located. You can walk up the bar and order drinks and find a place to enjoy it or ask for the reserved seating with the hostess if available. We tried a few signature drinks like the martini flight, cold brew with whiskey and the whiskey cloud. The cold brew from the Guatemala region coffee (only available at this location) was amazingly smooth and strong. Overall good vibes, a bit of a hyped place but worth a try when visiting Chicago downtown. Be prepared for the long queue outside but it moves pretty quickly."
yelp,2025-04-03,4,"This is the largest Starbucks Reserve in the world. It is 4 stories of lux coffee experience with a drink menu, pastry offering, and modern decor space worthy of the Reserves tag. It's comfortable and a bit pretentious. I love visiting Starbucks Reserves in Tokyo and this takes me back to Tokyo time and time again. On today's adventure I tried the ube and coconut latte. My fear about flavored lattes is that they are too sweet but this latte is very balanced. I love the coconut chunks in the drink which gives it a nice texture balance. We also tried the coffee flight and it was interesting to hear everyone's favorite coffee and why. The coffee flight is large. We made the mistake of ordering two. One order can easily be shared amongst 3 caffeine addicts. Good service. Please come and create your own experience."
yelp,2025-05-11,4,"ORDER Ube Coconut Latte - The ube cream was really yummy. Not a huge fan of the coconut flakes since I'm not a coconut girly, but the latte was alright. The combination was a little bit funny, but the coffee was strong and good. Matcha Butterfly Swirl Cake - not super sweet which I prefer. Matcha flavor is really good and the butterfly pea cream isn't as flavored like butterfly pea tea but it's still good. VIBES This is one of 6 locations in the world. This location is 4 floors. The first floor is grab and go coffee with coffee beans sold. The second floor is the bakery. The third floor is specialty coffees and the fourth floor is the bar and alcoholic drinks. There's lots of seating and the view is beautiful. SERVICE Everyone was super nice and helpful!! Service is phenomenal and welcoming."
yelp,2026-01-03,1,"Not nearly enough seating in this 4 story Reserve. Every single time I go to this cafe I am lucky to even get a spot at the bar. Although I come here for studying- there is only one outlet in the ENTIRE building. One. Single. Outlet. This is a cafe... used for studying, they get a lot of college students, you would think that they would have outlets at every table. This confuses me, and leads me to end my time at the cafe. A lot of times I can't even order my food. I am guarding my spot the entire time which makes it so I can't leave my spot because it will be taken instantly. It's absurd the amount of people to table ratio it's so stupid. Not worth the drinks either you can get them at any local coffee shop or bar."
yelp,2025-05-01,3,"Gets very crowded, even on weekdays! Food is okay and everything is very expensive, although you are paying for the atmosphere. Hard to get any seating both times I've been there and ended up standing. Espresso Martini Flight 6/10 so strong in a not-so-yummy way and the flavors were okay Matcha Lavendar Margarita 10/10 barely tastes like a drink, the foam is so good. The pastries were okay but not worth the price"
yelp,2025-09-25,4,"there was a line to the corner when we went, but it moved pretty fast. however, it was deceiving since the lines inside were even longer! went immediately up to the top so we could order cocktails, since the reserves are the only place that have alcohol. got the seasonal pumpkin spice espresso martini flight, and tried to order a pastry but they were all out of the one my friend wanted. seating is hard to find so hopefully there are multiple people in your party so while 1 person waits in line the other person can find a table. we took our drinks upstairs and enjoyed the fresh air and sipped on our martinis. they were pretty good. def not a place to relax like a normal coffee shop since all the lines are long and the tables are hard to come by. def a get 1 thing, finish it, and leave. tried to go back early the next day when they opened. but apparently they dont actually fully open when they say they open. when they open the only thing thats actually open is the first floor grab and go coffee and pastry and merch area. the upstairs doesnt open until later. first time being in a reserve so it was a good experience."
yelp,2025-01-06,3,"While visiting home for the holidays, we stopped by the Starbucks Reserve around 11am on a Monday afternoon and I was completely blown away with how beautiful this Starbucks was. Once we arrived, the line was wrapped around the building but thankfully, the line moved fast and before we knew it, we were inside. I was very excited to try the food and their specialty drinks but boy was it packed. It took us quite some time to even find a table. My sister and I had to divide and conquer because the cafe (which served the food) was on the 2nd floor but the coffee bar was on the 3rd floor so I stood in one line while my sister stood in another and both lines were very long. We ordered a few different drinks and food items but unfortunately, the food took over 30 mins to be ready. The croissant sandwiches were decent but our favorite was the Eggs in Purgatory. I did venture to the 4th floor because I had to try an espresso martini! I decided on the Eggnog Espresso Martini and it was worth every penny! Funny enough, that was the only floor that was quiet and not packed with people. Once we were done, we headed to the rooftop on the 5th floor and the views were amazing! With this being my first time visiting the Starbucks Reserve, I may give it one more shot and visit again some time in the future. It was a nice experience but I wasn't a fan of the crowds, long lines and mediocre food."
